labeller_username,Cell_pk,cell_type,region_pk,slide_pk,slide_dx
admin,12478,M4,4891,80,normal
admin,12480,E1,4891,80,normal
admin,12481,M4,4891,80,normal
admin,12483,M4,4891,80,normal
admin,12482,M5,4891,80,normal
admin,12479,L2,4891,80,normal
admin,12484,M5,4891,80,normal
admin,12486,L2,4891,80,normal
admin,12485,L2,4891,80,normal
admin,12487,L2,4891,80,normal
admin,12489,L2,4891,80,normal
admin,12488,L2,4891,80,normal
admin,984,ER3,13,1,normal
admin,124,ER2,11,1,normal
admin,135,ER6,11,1,normal
admin,136,ER3,11,1,normal
admin,137,ER3,11,1,normal
admin,138,M2,11,1,normal
admin,139,ER3,11,1,normal
admin,140,M2,11,1,normal
admin,141,M2,11,1,normal
admin,142,ER3,11,1,normal
admin,143,L2,11,1,normal
admin,144,M3,11,1,normal
admin,147,ER3,11,1,normal
admin,152,U2,11,1,normal
admin,153,M4,11,1,normal
admin,156,L2,11,1,normal
admin,157,ER4,11,1,normal
admin,158,ER3,11,1,normal
admin,159,L2,11,1,normal
admin,160,L2,11,1,normal
admin,162,M2,11,1,normal
admin,165,U2,11,1,normal
admin,166,L2,11,1,normal
admin,167,M6,11,1,normal
admin,168,M6,11,1,normal
admin,169,L2,11,1,normal
admin,170,L2,11,1,normal
admin,171,L2,11,1,normal
admin,172,L2,11,1,normal
admin,173,U2,11,1,normal
admin,174,ER3,11,1,normal
admin,175,M6,11,1,normal
admin,176,M4,11,1,normal
admin,177,M3,11,1,normal
admin,178,M2,11,1,normal
admin,179,ER4,11,1,normal
admin,180,ER4,11,1,normal
admin,181,U2,11,1,normal
admin,182,M1,11,1,normal
admin,185,ER4,11,1,normal
admin,186,ER6,11,1,normal
admin,187,ER6,11,1,normal
admin,188,ER6,11,1,normal
admin,189,ER6,11,1,normal
admin,190,ER6,11,1,normal
admin,191,ER6,11,1,normal
admin,192,L2,11,1,normal
admin,193,M2,11,1,normal
admin,194,M3,11,1,normal
admin,195,M3,11,1,normal
admin,196,L2,11,1,normal
admin,197,M4,11,1,normal
admin,198,M3,11,1,normal
admin,199,U2,11,1,normal
admin,200,ER3,11,1,normal
admin,201,ER2,11,1,normal
admin,202,ER3,11,1,normal
admin,203,ER3,11,1,normal
admin,204,M4,11,1,normal
admin,205,ER4,11,1,normal
admin,206,ER4,11,1,normal
admin,207,M3,11,1,normal
admin,208,U4,11,1,normal
admin,209,M2,11,1,normal
admin,210,M3,11,1,normal
admin,211,M3,11,1,normal
admin,212,M1,11,1,normal
admin,213,ER4,11,1,normal
admin,214,M1,11,1,normal
admin,215,L2,11,1,normal
admin,216,L2,11,1,normal
admin,217,M2,11,1,normal
admin,218,M4,11,1,normal
admin,220,M2,11,1,normal
admin,221,ER4,11,1,normal
admin,222,L2,11,1,normal
admin,223,ER2,11,1,normal
admin,224,ER4,11,1,normal
admin,225,ER3,11,1,normal
admin,226,M5,11,1,normal
admin,227,M6,11,1,normal
admin,228,M5,11,1,normal
admin,229,L2,11,1,normal
admin,230,L2,11,1,normal
admin,231,L2,11,1,normal
admin,232,L2,11,1,normal
admin,233,L2,11,1,normal
admin,235,MO2,11,1,normal
admin,236,ER6,11,1,normal
admin,237,ER6,11,1,normal
admin,238,ER6,11,1,normal
admin,239,M1,11,1,normal
admin,240,L2,11,1,normal
admin,241,L2,11,1,normal
admin,242,M1,11,1,normal
admin,243,M3,11,1,normal
admin,244,ER6,11,1,normal
admin,245,ER6,11,1,normal
admin,247,ER6,11,1,normal
admin,248,ER6,11,1,normal
admin,249,L2,11,1,normal
admin,250,ER6,11,1,normal
admin,251,ER6,11,1,normal
admin,252,ER6,11,1,normal
admin,253,ER5,11,1,normal
admin,254,ER5,11,1,normal
admin,255,ER5,11,1,normal
admin,258,U1,11,1,normal
admin,259,U1,11,1,normal
admin,260,L2,11,1,normal
admin,261,L2,11,1,normal
admin,262,ER3,11,1,normal
admin,263,L2,11,1,normal
admin,265,M4,11,1,normal
admin,266,L2,11,1,normal
admin,267,U1,11,1,normal
admin,268,ER6,11,1,normal
admin,269,ER6,11,1,normal
admin,271,ER5,11,1,normal
admin,272,ER5,11,1,normal
admin,273,ER6,11,1,normal
admin,274,ER6,11,1,normal
admin,276,ER6,11,1,normal
admin,277,ER6,11,1,normal
admin,279,ER4,11,1,normal
admin,280,ER3,11,1,normal
admin,281,ER3,11,1,normal
admin,282,L2,11,1,normal
admin,283,M4,11,1,normal
admin,284,U2,11,1,normal
admin,285,L2,11,1,normal
admin,286,ER6,11,1,normal
admin,287,ER6,11,1,normal
admin,288,U1,11,1,normal
admin,289,U1,11,1,normal
admin,290,U1,11,1,normal
admin,291,U1,11,1,normal
admin,292,U1,11,1,normal
admin,293,L2,11,1,normal
admin,294,L2,11,1,normal
admin,295,L2,11,1,normal
admin,296,U1,11,1,normal
admin,297,L2,11,1,normal
admin,298,U1,11,1,normal
admin,299,U1,11,1,normal
admin,300,U1,11,1,normal
admin,301,U1,11,1,normal
admin,302,U1,11,1,normal
admin,303,L2,11,1,normal
admin,304,L2,11,1,normal
admin,305,ER4,11,1,normal
admin,306,ER6,11,1,normal
admin,307,ER6,11,1,normal
admin,308,ER6,11,1,normal
admin,309,ER6,11,1,normal
admin,310,ER6,11,1,normal
admin,311,ER6,11,1,normal
admin,312,ER6,11,1,normal
admin,313,ER6,11,1,normal
admin,314,U1,11,1,normal
admin,317,L2,11,1,normal
admin,320,U1,11,1,normal
admin,324,ER6,11,1,normal
admin,368,L2,11,1,normal
admin,369,U2,11,1,normal
admin,370,M5,11,1,normal
admin,371,M5,11,1,normal
admin,372,L2,11,1,normal
admin,373,ER3,11,1,normal
admin,374,M3,11,1,normal
admin,375,U2,11,1,normal
admin,376,M6,11,1,normal
admin,379,M2,11,1,normal
admin,479,L2,11,1,normal
admin,487,M3,11,1,normal
admin,613,M6,4495,1,normal
admin,614,M6,4495,1,normal
admin,615,M6,4495,1,normal
admin,616,M5,4495,1,normal
admin,617,M6,4495,1,normal
admin,618,M6,4495,1,normal
admin,619,M5,4495,1,normal
admin,620,M1,4495,1,normal
admin,621,M1,4495,1,normal
admin,622,M1,4495,1,normal
admin,623,M3,4495,1,normal
admin,624,M2,4495,1,normal
admin,625,M2,4495,1,normal
admin,626,M2,4495,1,normal
admin,627,M3,4495,1,normal
admin,628,L2,4495,1,normal
admin,629,ER1,4495,1,normal
admin,630,M3,4495,1,normal
admin,631,M4,4495,1,normal
admin,632,M3,4495,1,normal
admin,633,M3,4495,1,normal
admin,634,M3,4495,1,normal
admin,635,M5,4495,1,normal
admin,636,M3,4495,1,normal
admin,637,M3,4495,1,normal
admin,638,M4,4495,1,normal
admin,639,M1,4495,1,normal
admin,640,M2,4495,1,normal
admin,641,L2,4495,1,normal
admin,642,L2,4495,1,normal
admin,643,L2,4495,1,normal
admin,644,M4,4495,1,normal
admin,645,L2,4495,1,normal
admin,646,L2,4495,1,normal
admin,647,M1,4495,1,normal
admin,648,M3,4495,1,normal
admin,649,M4,4495,1,normal
admin,650,L2,4495,1,normal
admin,651,L2,4495,1,normal
admin,652,L2,4495,1,normal
admin,653,ER1,4495,1,normal
admin,654,ER1,4495,1,normal
admin,655,M2,4495,1,normal
admin,656,M3,4495,1,normal
admin,657,M3,4495,1,normal
admin,658,M1,4495,1,normal
admin,659,L2,4495,1,normal
admin,660,L2,4495,1,normal
admin,661,L2,4495,1,normal
admin,662,L2,4495,1,normal
admin,663,M3,4495,1,normal
admin,664,M4,4495,1,normal
admin,665,M5,4495,1,normal
admin,666,M4,4495,1,normal
admin,667,ER2,4495,1,normal
admin,668,ER2,4495,1,normal
admin,669,ER3,4495,1,normal
admin,670,ER3,4495,1,normal
admin,671,ER4,4495,1,normal
admin,672,ER3,4495,1,normal
admin,673,ER4,4495,1,normal
admin,674,ER4,4495,1,normal
admin,675,ER4,4495,1,normal
admin,676,ER3,4495,1,normal
admin,677,M2,4495,1,normal
admin,678,ER4,4495,1,normal
admin,679,ER3,4495,1,normal
admin,680,ER3,4495,1,normal
admin,681,ER3,4495,1,normal
admin,682,ER4,4495,1,normal
admin,683,ER3,4495,1,normal
admin,684,ER4,4495,1,normal
admin,685,M1,4495,1,normal
admin,686,L2,4495,1,normal
admin,687,L2,4495,1,normal
admin,688,ER1,4495,1,normal
admin,689,M2,4495,1,normal
admin,690,L2,4495,1,normal
admin,691,ER4,4495,1,normal
admin,692,M5,16,1,normal
admin,693,M5,16,1,normal
admin,694,M5,16,1,normal
admin,695,M5,16,1,normal
admin,696,M4,16,1,normal
admin,697,M5,16,1,normal
admin,698,M6,16,1,normal
admin,699,M5,16,1,normal
admin,700,M5,16,1,normal
admin,701,M5,16,1,normal
admin,702,M3,16,1,normal
admin,703,M5,16,1,normal
admin,704,L2,16,1,normal
admin,705,M4,16,1,normal
admin,706,M5,16,1,normal
admin,707,M5,16,1,normal
admin,708,M3,16,1,normal
admin,709,M3,16,1,normal
admin,710,M4,16,1,normal
admin,711,M2,16,1,normal
admin,712,L2,16,1,normal
admin,713,L2,16,1,normal
admin,714,L2,16,1,normal
admin,715,L2,16,1,normal
admin,716,M1,16,1,normal
admin,717,ER4,16,1,normal
admin,718,ER4,16,1,normal
admin,719,ER3,16,1,normal
admin,720,ER4,16,1,normal
admin,721,M3,16,1,normal
admin,722,M3,16,1,normal
admin,723,L2,16,1,normal
admin,724,L2,16,1,normal
admin,725,M4,16,1,normal
admin,726,M4,16,1,normal
admin,727,ER2,16,1,normal
admin,728,M3,16,1,normal
admin,729,L2,16,1,normal
admin,730,L2,16,1,normal
admin,731,L2,16,1,normal
admin,732,ER4,16,1,normal
admin,733,ER4,16,1,normal
admin,734,ER5,16,1,normal
admin,735,ER5,16,1,normal
admin,736,ER3,16,1,normal
admin,737,M5,16,1,normal
admin,738,E1,16,1,normal
admin,739,M5,4497,1,normal
admin,740,M5,4497,1,normal
admin,741,UL,4497,1,normal
admin,742,M5,4497,1,normal
admin,743,M4,4497,1,normal
admin,744,M5,4497,1,normal
admin,745,M5,4497,1,normal
admin,746,M5,4497,1,normal
admin,747,M5,4497,1,normal
admin,748,M5,4497,1,normal
admin,749,M4,4497,1,normal
admin,750,M4,4497,1,normal
admin,751,M4,4497,1,normal
admin,752,M3,4497,1,normal
admin,753,ER3,4497,1,normal
admin,754,ER3,4497,1,normal
admin,755,ER4,4497,1,normal
admin,756,ER4,4497,1,normal
admin,757,M6,4497,1,normal
admin,758,M5,4497,1,normal
admin,759,M5,4497,1,normal
admin,760,M2,4497,1,normal
admin,761,M4,4497,1,normal
admin,762,M5,4497,1,normal
admin,763,M5,4497,1,normal
admin,764,M5,4497,1,normal
admin,765,M1,4497,1,normal
admin,766,M5,4497,1,normal
admin,767,M5,4497,1,normal
admin,768,M5,4497,1,normal
admin,769,M4,4497,1,normal
admin,770,M5,4497,1,normal
admin,771,M6,4497,1,normal
admin,772,M6,4497,1,normal
admin,773,M1,4497,1,normal
admin,774,ER1,4497,1,normal
admin,775,ER2,4497,1,normal
admin,776,ER1,4497,1,normal
admin,777,M1,4497,1,normal
admin,778,M1,4497,1,normal
admin,779,ER1,4497,1,normal
admin,780,M1,4497,1,normal
admin,781,M3,4497,1,normal
admin,782,ER4,4497,1,normal
admin,783,ER4,4497,1,normal
admin,784,ER4,4497,1,normal
admin,785,ER4,4497,1,normal
admin,786,ER2,4497,1,normal
admin,787,ER4,4497,1,normal
admin,788,ER4,4497,1,normal
admin,789,ER4,4497,1,normal
admin,790,ER4,4497,1,normal
admin,791,ER4,4497,1,normal
admin,792,ER4,4497,1,normal
admin,793,ER3,4497,1,normal
admin,794,ER3,4497,1,normal
admin,795,M5,4497,1,normal
admin,796,M5,4497,1,normal
admin,797,M5,4497,1,normal
admin,798,ER3,4497,1,normal
admin,799,ER4,4497,1,normal
admin,800,M2,4497,1,normal
admin,801,M4,4497,1,normal
admin,802,M3,4497,1,normal
admin,803,M4,4497,1,normal
admin,804,M1,4497,1,normal
admin,805,M3,4497,1,normal
admin,806,L2,4497,1,normal
admin,807,M5,4497,1,normal
admin,808,M2,4497,1,normal
admin,809,MO2,4497,1,normal
admin,810,ER4,4497,1,normal
admin,811,ER4,4497,1,normal
admin,812,ER4,4497,1,normal
admin,813,L2,4497,1,normal
admin,814,ER4,4497,1,normal
admin,815,ER4,4497,1,normal
admin,816,ER4,4497,1,normal
admin,817,M5,4497,1,normal
admin,818,M2,4497,1,normal
admin,819,ER4,4497,1,normal
admin,820,ER3,4497,1,normal
admin,821,ER4,4497,1,normal
admin,822,ER1,4497,1,normal
admin,823,ER2,4497,1,normal
admin,824,L2,4497,1,normal
admin,825,ER4,4497,1,normal
admin,826,ER4,4497,1,normal
admin,827,ER3,4497,1,normal
admin,828,M6,4497,1,normal
admin,829,E2,4497,1,normal
admin,830,M3,4496,1,normal
admin,831,L2,4496,1,normal
admin,832,M4,4496,1,normal
admin,833,M4,4496,1,normal
admin,834,M4,4496,1,normal
admin,835,M4,4496,1,normal
admin,836,M4,4496,1,normal
admin,837,M6,4496,1,normal
admin,838,M6,4496,1,normal
admin,839,M5,4496,1,normal
admin,840,M5,4496,1,normal
admin,841,M5,4496,1,normal
admin,842,M5,4496,1,normal
admin,843,M5,4496,1,normal
admin,844,M5,4496,1,normal
admin,845,M5,4496,1,normal
admin,846,M6,4496,1,normal
admin,847,M6,4496,1,normal
admin,848,M5,4496,1,normal
admin,849,M6,4496,1,normal
admin,850,M5,4496,1,normal
admin,851,M6,4496,1,normal
admin,852,M6,4496,1,normal
admin,853,M6,4496,1,normal
admin,854,M6,4496,1,normal
admin,855,M4,4496,1,normal
admin,856,M3,4496,1,normal
admin,857,ER1,4496,1,normal
admin,858,ER1,4496,1,normal
admin,859,ER1,4496,1,normal
admin,860,M3,4496,1,normal
admin,861,M4,4496,1,normal
admin,862,ER2,4496,1,normal
admin,863,ER2,4496,1,normal
admin,864,ER2,4496,1,normal
admin,865,ER3,4496,1,normal
admin,866,ER3,4496,1,normal
admin,867,ER4,4496,1,normal
admin,868,M5,4496,1,normal
admin,869,ER4,4496,1,normal
admin,870,ER4,4496,1,normal
admin,871,ER4,4496,1,normal
admin,872,ER4,4496,1,normal
admin,873,ER4,4496,1,normal
admin,874,ER4,4496,1,normal
admin,875,ER4,4496,1,normal
admin,876,ER4,4496,1,normal
admin,877,M5,4496,1,normal
admin,878,M1,4496,1,normal
admin,879,M2,4496,1,normal
admin,880,ER1,4496,1,normal
admin,881,M5,4496,1,normal
admin,882,M5,4496,1,normal
admin,883,M6,4496,1,normal
admin,884,ER1,4496,1,normal
admin,885,M5,4496,1,normal
admin,886,M5,4496,1,normal
admin,887,ER4,4496,1,normal
admin,888,ER4,4496,1,normal
admin,889,L2,4496,1,normal
admin,890,ER4,4496,1,normal
admin,891,L2,4496,1,normal
admin,892,ER4,4496,1,normal
admin,893,ER4,4496,1,normal
admin,894,ER3,4496,1,normal
admin,895,ER3,4496,1,normal
admin,896,ER4,4496,1,normal
admin,897,ER4,4496,1,normal
admin,898,ER1,4496,1,normal
admin,899,M3,4496,1,normal
admin,900,M2,4496,1,normal
admin,901,M2,4496,1,normal
admin,902,M2,4496,1,normal
admin,903,MO1,4496,1,normal
admin,904,M5,4496,1,normal
admin,905,M3,4496,1,normal
admin,906,ER2,4496,1,normal
admin,907,M3,4496,1,normal
admin,908,MO1,4496,1,normal
admin,909,ER4,4496,1,normal
admin,910,M4,4496,1,normal
admin,911,M3,4496,1,normal
admin,912,M6,4496,1,normal
admin,913,ER4,4496,1,normal
admin,914,ER3,4496,1,normal
admin,915,L2,4496,1,normal
admin,916,ER4,4496,1,normal
admin,917,ER4,4496,1,normal
admin,918,ER4,4496,1,normal
admin,919,ER3,4496,1,normal
admin,920,ER4,4496,1,normal
admin,921,ER4,4496,1,normal
admin,922,M5,4496,1,normal
admin,923,M4,4496,1,normal
admin,924,M3,4496,1,normal
admin,925,L2,4496,1,normal
admin,926,M4,4496,1,normal
admin,927,M5,4496,1,normal
admin,928,ER3,4496,1,normal
admin,929,ER3,4496,1,normal
admin,930,ER3,4496,1,normal
admin,931,ER2,4496,1,normal
admin,932,ER4,4496,1,normal
admin,933,ER4,4496,1,normal
admin,934,ER4,4496,1,normal
admin,935,M4,4496,1,normal
admin,936,M5,4496,1,normal
admin,937,M4,4496,1,normal
admin,938,ER4,4496,1,normal
admin,939,ER4,4496,1,normal
admin,940,M1,4496,1,normal
admin,941,L2,4496,1,normal
admin,942,L2,4496,1,normal
admin,943,M4,4496,1,normal
admin,944,M1,4496,1,normal
admin,945,M3,4496,1,normal
admin,946,M3,4496,1,normal
admin,947,M5,4496,1,normal
admin,948,M4,4496,1,normal
admin,949,M4,4496,1,normal
admin,950,M4,4496,1,normal
admin,951,M3,4496,1,normal
admin,952,M1,4496,1,normal
admin,953,ER4,4496,1,normal
admin,954,ER4,4496,1,normal
admin,955,ER4,4496,1,normal
admin,956,ER4,4496,1,normal
admin,957,ER4,4496,1,normal
admin,958,ER4,4496,1,normal
admin,959,ER4,4496,1,normal
admin,960,MO1,4496,1,normal
admin,961,L2,4496,1,normal
admin,962,M4,4496,1,normal
admin,963,M6,4496,1,normal
admin,964,M4,4496,1,normal
admin,965,M5,4496,1,normal
admin,966,M4,4496,1,normal
admin,967,M3,4496,1,normal
admin,968,ER3,4496,1,normal
admin,969,ER4,4496,1,normal
admin,970,M6,4496,1,normal
admin,971,M4,4496,1,normal
admin,972,M3,4496,1,normal
admin,973,M3,4496,1,normal
admin,974,M3,4496,1,normal
admin,975,ER3,4496,1,normal
admin,976,M5,4496,1,normal
admin,977,M5,4496,1,normal
admin,978,MO2,4496,1,normal
admin,979,ER4,4496,1,normal
admin,980,ER5,4496,1,normal
admin,981,M5,4496,1,normal
admin,982,ER3,4496,1,normal
admin,985,UL,4495,1,normal
admin,986,L2,4495,1,normal
admin,987,UL,4505,5,normal
admin,988,UL,4505,5,normal
admin,989,UL,4505,5,normal
admin,990,UL,4505,5,normal
admin,993,M4,4513,11,normal
admin,994,M3,4513,11,normal
admin,995,M5,4513,11,normal
admin,996,M4,4513,11,normal
admin,997,M5,4513,11,normal
admin,998,M6,4513,11,normal
admin,999,M6,4513,11,normal
admin,1000,M5,4513,11,normal
admin,1001,M5,4513,11,normal
admin,1002,M6,4513,11,normal
admin,1003,ER4,4513,11,normal
admin,1004,M4,4513,11,normal
admin,1005,ER4,4513,11,normal
admin,1006,ER3,4513,11,normal
admin,1007,ER3,4513,11,normal
admin,1008,ER3,4513,11,normal
admin,1009,ER4,4513,11,normal
admin,1010,ER4,4513,11,normal
admin,1011,M4,4513,11,normal
admin,1012,M4,4513,11,normal
admin,1013,M4,4513,11,normal
admin,1014,M3,4513,11,normal
admin,1015,M4,4513,11,normal
admin,1016,ER3,4513,11,normal
admin,1017,ER3,4513,11,normal
admin,1018,ER4,4513,11,normal
admin,1019,ER3,4513,11,normal
admin,1022,E2,4515,11,normal
admin,1023,M2,4515,11,normal
admin,1024,E1,4515,11,normal
admin,1025,M5,4515,11,normal
admin,1026,M3,4515,11,normal
admin,1027,M4,4515,11,normal
admin,1028,M3,4515,11,normal
admin,1029,M3,4515,11,normal
admin,1030,M3,4515,11,normal
admin,1031,M5,4515,11,normal
admin,1032,M5,4515,11,normal
admin,1033,M4,4515,11,normal
admin,1034,M5,4515,11,normal
admin,1035,M6,4515,11,normal
admin,1036,L2,4515,11,normal
admin,1037,M5,4515,11,normal
admin,1038,M4,4515,11,normal
admin,1039,M5,4515,11,normal
admin,1040,M5,4515,11,normal
admin,1041,M5,4515,11,normal
admin,1042,M5,4515,11,normal
admin,1043,M4,4515,11,normal
admin,1044,M2,4515,11,normal
admin,1045,M4,4515,11,normal
admin,1046,M4,4515,11,normal
admin,1047,M5,4515,11,normal
admin,1048,M5,4515,11,normal
admin,1049,M4,4515,11,normal
admin,1050,L4,4515,11,normal
admin,1051,M4,4515,11,normal
admin,1052,M4,4515,11,normal
admin,1053,M6,4515,11,normal
admin,1054,M4,4515,11,normal
admin,1055,M4,4515,11,normal
admin,1056,M3,4515,11,normal
admin,1057,M4,4515,11,normal
admin,1058,ER4,4515,11,normal
admin,1059,ER4,4515,11,normal
admin,1060,MO1,4515,11,normal
admin,1061,M3,4529,11,normal
admin,1062,M3,4529,11,normal
admin,1063,M2,4529,11,normal
admin,1064,M2,4529,11,normal
admin,1065,M2,4529,11,normal
admin,1066,M2,4529,11,normal
admin,1068,L2,4529,11,normal
admin,1069,L2,4529,11,normal
admin,1070,L2,4529,11,normal
admin,1071,ER4,4529,11,normal
admin,1072,ER4,4529,11,normal
admin,1073,ER4,4529,11,normal
admin,1074,ER4,4529,11,normal
admin,1075,M4,4529,11,normal
admin,1076,M4,4529,11,normal
admin,1077,M5,4529,11,normal
admin,1078,L2,4529,11,normal
admin,1079,M4,4529,11,normal
admin,1080,M2,4529,11,normal
admin,1081,L2,4529,11,normal
admin,1082,ER4,4529,11,normal
admin,1084,E1,4527,11,normal
admin,1085,B2,4527,11,normal
admin,1086,M3,4527,11,normal
admin,1087,M3,4527,11,normal
admin,1088,M3,4527,11,normal
admin,1089,M1,4527,11,normal
admin,1090,L4,4527,11,normal
admin,1091,M3,4527,11,normal
admin,1092,M4,4527,11,normal
admin,1093,M3,4527,11,normal
admin,1094,M2,4527,11,normal
admin,1095,UL,4527,11,normal
admin,1096,E2,4528,11,normal
admin,1097,M4,4528,11,normal
admin,1098,M3,4528,11,normal
admin,1099,M2,4528,11,normal
admin,1100,M3,4528,11,normal
admin,1101,M4,4528,11,normal
admin,1102,ER4,4528,11,normal
admin,1103,ER4,4528,11,normal
admin,1104,ER4,4528,11,normal
admin,1105,M6,4528,11,normal
admin,1106,M5,4528,11,normal
admin,1107,ER3,4528,11,normal
admin,1108,ER4,4528,11,normal
admin,1109,ER4,4528,11,normal
admin,1110,ER4,4528,11,normal
admin,1111,M6,4529,11,normal
admin,1112,M4,4529,11,normal
admin,1113,M3,4526,11,normal
admin,1114,M3,4526,11,normal
admin,1115,M3,4526,11,normal
admin,1116,M3,4526,11,normal
admin,1117,M3,4526,11,normal
admin,1118,E1,4526,11,normal
admin,1119,M3,4526,11,normal
admin,1120,L2,4526,11,normal
admin,1121,M4,4526,11,normal
admin,1122,M4,4526,11,normal
admin,1123,M2,4526,11,normal
admin,1124,M3,4526,11,normal
admin,1125,M3,4526,11,normal
admin,1126,M2,4526,11,normal
admin,1127,M2,4526,11,normal
admin,1128,M3,4526,11,normal
admin,1129,ER4,4526,11,normal
admin,1130,ER4,4526,11,normal
admin,1131,ER4,4526,11,normal
admin,1132,M5,4526,11,normal
admin,1133,M6,4526,11,normal
admin,1134,M2,4526,11,normal
admin,1135,M3,4526,11,normal
admin,1136,ER3,4526,11,normal
admin,1137,ER3,4526,11,normal
admin,1138,M3,4526,11,normal
admin,1139,M3,4526,11,normal
admin,1140,M3,4526,11,normal
admin,1141,M5,4526,11,normal
admin,1142,M3,4526,11,normal
admin,1143,M6,4526,11,normal
admin,1144,ER4,4526,11,normal
admin,1145,M2,4526,11,normal
admin,1146,E1,4525,11,normal
admin,1147,E1,4525,11,normal
admin,1148,M3,4525,11,normal
admin,1149,M3,4525,11,normal
admin,1150,M4,4525,11,normal
admin,1151,M5,4525,11,normal
admin,1152,M6,4525,11,normal
admin,1153,M6,4525,11,normal
admin,1154,M6,4525,11,normal
admin,1155,M6,4525,11,normal
admin,1156,M6,4525,11,normal
admin,1157,ER4,4525,11,normal
admin,1158,MO1,4524,11,normal
